customer_id,last_transaction_date,frequency,monetary,recency_days,subscription_status,R_score,F_score,M_score,rfm_score,segment
113,2024-07-02,1.0,6.99,426.0,Cancelled,1,1,1,3,Lost
114,2024-12-17,1.0,75.49,258.0,Active,1,1,2,4,Dormant
115,2025-08-09,18.0,201.42,23.0,Active,3,5,4,12,Loyal
116,2025-06-10,1.0,155.41,83.0,Active,2,1,3,6,Dormant
117,2025-04-11,1.0,120.85,143.0,Active,2,1,3,6,Dormant
118,2025-08-15,4.0,99.96,17.0,Active,4,3,2,9,Potential Loyal
119,2025-08-31,12.0,83.88,1.0,Active,5,4,2,11,Potential Loyal
120,2025-08-16,7.0,148.67999999999998,16.0,Active,4,4,3,11,Loyal
121,2024-12-20,1.0,97.09,255.0,Cancelled,1,1,2,4,Lost
122,2025-02-02,1.0,172.69,211.0,Active,2,1,3,6,Dormant
123,2025-08-15,21.0,944.7900000000001,17.0,Active,4,5,5,14,VIP
124,2025-08-24,2.0,150.98,8.0,Active,5,2,3,10,New
125,2024-10-12,2.0,172.58,324.0,Cancelled,1,2,3,6,Lost
126,2024-10-20,1.0,107.89,316.0,Active,1,1,2,4,Dormant
127,2025-07-15,14.0,349.85999999999996,48.0,Active,3,5,5,13,Loyal
128,2025-08-10,16.0,359.84,22.0,Active,4,5,5,14,VIP
129,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
130,2024-12-23,1.0,269.89,252.0,Active,1,1,4,6,Dormant
131,2025-08-03,18.0,382.32,29.0,Active,3,5,5,13,Loyal
132,2025-07-20,1.0,21.24,43.0,Active,3,1,1,5,Potential Loyal
133,2025-08-15,8.0,127.92,17.0,Active,4,4,3,11,Loyal
134,2025-08-28,15.0,239.85,4.0,Active,5,5,4,14,VIP
135,2025-08-22,7.0,55.93,10.0,Active,5,4,2,11,Potential Loyal
136,2025-08-14,22.0,153.78,18.0,Active,4,5,3,12,Loyal
137,2025-08-08,1.0,24.99,24.0,Active,3,1,1,5,Potential Loyal
138,2025-08-07,9.0,224.91,25.0,Active,3,4,4,11,Loyal
139,2025-08-24,5.0,49.95,8.0,Active,5,3,1,9,Potential Loyal
140,2025-06-14,20.0,271.8,79.0,Cancelled,2,5,4,11,Lost
141,2024-10-14,1.0,172.69,322.0,Active,1,1,3,5,Dormant
142,2025-08-13,11.0,109.89,19.0,Active,4,4,3,11,Loyal
143,2025-08-26,2.0,44.98,6.0,Active,5,2,1,8,New
144,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
145,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
146,2025-05-01,2.0,1079.78,123.0,Active,2,2,5,9,Dormant
147,2025-05-18,11.0,219.89,106.0,Cancelled,2,4,4,10,Lost
148,2024-11-07,1.0,138.13,298.0,Active,1,1,3,5,Dormant
149,2024-09-10,1.0,539.89,356.0,Active,1,1,5,7,Dormant
150,2024-09-22,1.0,269.89,344.0,Active,1,1,4,6,Dormant
151,2025-08-21,3.0,74.97,11.0,Active,5,3,2,10,Potential Loyal
152,2025-09-01,3.0,43.17,0.0,Active,5,3,1,9,Potential Loyal
153,2024-05-13,5.0,249.95000000000002,476.0,Cancelled,1,3,4,8,Lost
154,2025-08-27,10.0,99.9,5.0,Active,5,4,2,11,Potential Loyal
155,2025-07-08,20.0,159.8,55.0,Active,3,5,3,11,Loyal
156,2025-08-15,7.0,244.93,17.0,Active,4,4,4,12,VIP
157,2024-06-12,2.0,31.98,446.0,Cancelled,1,2,1,4,Lost
158,2025-08-07,6.0,299.94,25.0,Active,3,3,5,11,Loyal
159,2025-03-23,1.0,172.69,162.0,Cancelled,2,1,3,6,Lost
160,2025-04-18,1.0,458.89,136.0,Active,2,1,5,8,Dormant
161,2025-02-07,11.0,175.89000000000001,206.0,Cancelled,2,4,4,10,Lost
162,2025-08-14,2.0,13.98,18.0,Active,4,2,1,7,New
163,2025-08-24,16.0,127.84,8.0,Active,5,5,3,13,Loyal
164,2025-08-29,23.0,330.97,3.0,Active,5,5,5,15,VIP
165,2025-05-30,7.0,69.93,94.0,Cancelled,2,4,2,8,Lost
166,2025-03-19,8.0,55.92,166.0,Cancelled,2,4,2,8,Lost
167,2025-08-23,4.0,63.96,9.0,Active,5,3,2,10,Potential Loyal
168,2025-07-11,3.0,67.47,52.0,Active,3,3,2,8,Potential Loyal
169,2025-08-04,15.0,134.85,28.0,Active,3,5,3,11,Loyal
170,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
171,2025-05-21,2.0,215.78,103.0,Active,2,2,4,8,Dormant
172,2025-02-01,4.0,99.96,212.0,Cancelled,2,3,2,7,Lost
173,2025-08-16,14.0,97.86,16.0,Active,4,5,2,11,Potential Loyal
174,2025-08-25,2.0,39.98,7.0,Active,5,2,1,8,New
175,2024-07-04,6.0,209.94,424.0,Cancelled,1,3,4,8,Lost
176,2025-08-06,21.0,285.39,26.0,Active,3,5,5,13,Loyal
177,2025-08-03,10.0,143.9,29.0,Active,3,4,3,10,Loyal
178,2025-08-27,1.0,107.89,5.0,Active,5,1,2,8,New
179,2025-08-29,3.0,47.97,3.0,Active,5,3,1,9,Potential Loyal
180,2025-08-03,5.0,49.95,29.0,Active,3,3,1,7,Potential Loyal
181,2025-08-29,3.0,29.97,3.0,Active,5,3,1,9,Potential Loyal
182,2025-08-30,3.0,26.97,2.0,Active,5,3,1,9,Potential Loyal
183,2025-08-03,10.0,143.9,29.0,Active,3,4,3,10,Loyal
184,2025-08-04,14.0,139.86,28.0,Active,3,5,3,11,Loyal
185,2025-04-20,1.0,107.89,134.0,Active,2,1,2,5,Dormant
186,2025-07-09,5.0,79.95,54.0,Cancelled,3,3,2,8,Potential Loyal
187,2025-07-19,12.0,539.88,44.0,Active,3,4,5,12,Loyal
188,2024-12-02,2.0,215.78,273.0,Active,1,2,4,7,Dormant
189,2025-09-01,5.0,224.95000000000002,0.0,Active,5,3,4,12,Loyal
190,2025-08-21,16.0,179.04,11.0,Active,5,5,4,14,VIP
191,2025-07-27,1.0,75.49,36.0,Active,3,1,2,6,Potential Loyal
192,2025-08-03,16.0,159.84,29.0,Cancelled,3,5,3,11,Loyal
193,2024-04-27,3.0,149.97,492.0,Cancelled,1,3,3,7,Lost
194,2025-05-26,1.0,242.89,98.0,Active,2,1,4,7,Dormant
195,2024-11-21,10.0,212.39999999999998,284.0,Cancelled,1,4,4,9,Lost
196,2025-02-17,2.0,215.78,196.0,Active,2,2,4,8,Dormant
197,2025-08-27,9.0,62.910000000000004,5.0,Active,5,4,2,11,Potential Loyal
198,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
199,2025-03-04,2.0,539.78,181.0,Active,2,2,5,9,Dormant
200,2025-08-29,13.0,90.87,3.0,Active,5,5,2,12,Potential Loyal
201,2025-04-23,1.0,107.89,131.0,Active,2,1,2,5,Dormant
202,,0.0,0.0,9999.0,Active,1,1,1,3,Dormant
203,2024-10-24,1.0,107.89,312.0,Active,1,1,2,4,Dormant
204,2025-08-10,20.0,499.79999999999995,22.0,Active,4,5,5,14,VIP
205,2024-09-14,2.0,215.78,352.0,Active,1,2,4,7,Dormant
206,2025-08-24,17.0,118.83,8.0,Active,5,5,3,13,Loyal
207,2025-01-06,2.0,241.7,238.0,Active,2,2,4,8,Dormant
208,2025-02-20,1.0,269.89,193.0,Active,2,1,4,7,Dormant
209,2025-07-20,20.0,179.8,43.0,Cancelled,3,5,4,12,Loyal
210,2024-10-28,1.0,107.89,308.0,Active,1,1,2,4,Dormant
211,2025-08-29,6.0,81.53999999999999,3.0,Active,5,3,2,10,Potential Loyal
212,2024-12-18,1.0,97.09,257.0,Cancelled,1,1,2,4,Lost
213,2025-03-06,2.0,1079.78,179.0,Active,2,2,5,9,Dormant
214,2025-06-08,2.0,34.98,85.0,Cancelled,2,2,1,5,Lost
215,2025-08-12,6.0,149.94,20.0,Active,4,3,3,10,Loyal
216,2025-08-27,6.0,254.94,5.0,Active,5,3,4,12,Loyal
217,2024-03-06,3.0,29.97,544.0,Cancelled,1,3,1,5,Lost
218,2025-07-22,20.0,319.8,41.0,Active,3,5,5,13,Loyal
219,2025-07-21,1.0,188.89,42.0,Active,3,1,4,8,Potential Loyal
220,2024-08-11,1.0,146.77,386.0,Cancelled,1,1,3,5,Lost
221,2024-12-25,8.0,159.92,250.0,Cancelled,1,4,3,8,Lost
222,2025-08-12,11.0,549.89,20.0,Active,4,4,5,13,VIP
223,2025-02-10,1.0,269.89,203.0,Active,2,1,4,7,Dormant
224,2025-08-06,1.0,91.69,26.0,Active,3,1,2,6,Potential Loyal
225,2025-05-17,2.0,485.78,107.0,Active,2,2,5,9,Dormant
226,2025-08-19,1.0,22.49,13.0,Active,4,1,1,6,New
227,2024-03-24,7.0,69.93,526.0,Cancelled,1,4,2,7,Lost
228,2025-07-29,8.0,169.92,34.0,Active,3,4,3,10,Loyal
229,2025-08-20,8.0,169.92,12.0,Active,4,4,3,11,Loyal
230,2025-03-08,16.0,255.84,177.0,Cancelled,2,5,4,11,Lost
231,2025-05-08,16.0,639.84,116.0,Cancelled,2,5,5,12,Lost
232,2025-08-27,2.0,215.78,5.0,Active,5,2,4,11,New
233,2025-08-12,1.0,15.99,20.0,Active,4,1,1,6,New
234,2025-08-25,9.0,115.10999999999999,7.0,Active,5,4,3,12,Loyal
235,2025-08-23,2.0,19.98,9.0,Active,5,2,1,8,New
236,2025-08-07,4.0,39.96,25.0,Active,3,3,1,7,Potential Loyal
237,2025-08-27,11.0,98.89,5.0,Active,5,4,2,11,Potential Loyal
238,2025-07-19,2.0,224.42000000000002,44.0,Active,3,2,4,9,Potential Loyal
239,2025-08-09,24.0,215.76,23.0,Active,3,5,4,12,Loyal
240,2024-12-16,2.0,485.78,259.0,Active,1,2,5,8,Dormant
241,2025-08-23,4.0,169.96,9.0,Active,5,3,3,11,Loyal
242,2025-05-05,1.0,86.29,119.0,Active,2,1,2,5,Dormant
243,2025-04-03,2.0,310.82,151.0,Active,2,2,5,9,Dormant
244,2025-07-12,9.0,80.91,51.0,Cancelled,3,4,2,9,Potential Loyal
245,2025-01-04,1.0,86.29,240.0,Active,2,1,2,5,Dormant
246,2025-06-16,1.0,172.69,77.0,Active,2,1,3,6,Dormant
247,2025-08-30,9.0,71.91,2.0,Active,5,4,2,11,Potential Loyal
248,2025-08-17,12.0,172.68,15.0,Active,4,4,3,11,Loyal
249,2025-08-18,14.0,125.86,14.0,Active,4,5,3,12,Loyal
250,2025-08-27,12.0,599.88,5.0,Active,5,4,5,14,VIP
251,2025-09-01,8.0,199.92,0.0,Active,5,4,4,13,VIP
252,2025-08-15,3.0,25.47,17.0,Active,4,3,1,8,Potential Loyal
253,2025-08-17,12.0,299.88,15.0,Active,4,4,5,13,VIP
254,2024-10-15,5.0,236.65,321.0,Cancelled,1,3,4,8,Lost
255,2025-08-30,17.0,118.83,2.0,Active,5,5,3,13,Loyal
256,2025-09-01,6.0,149.94,0.0,Active,5,3,3,11,Loyal
257,2025-08-15,4.0,63.96,17.0,Active,4,3,2,9,Potential Loyal
258,2024-10-08,10.0,224.89999999999998,328.0,Cancelled,1,4,4,9,Lost
259,2024-11-05,2.0,917.78,300.0,Active,1,2,5,8,Dormant
260,2025-08-24,9.0,143.91,8.0,Active,5,4,3,12,Loyal
261,2025-06-13,15.0,203.85,80.0,Cancelled,2,5,4,11,Lost
262,2025-08-20,3.0,23.97,12.0,Cancelled,4,3,1,8,Potential Loyal
263,2025-08-29,16.0,339.84,3.0,Active,5,5,5,15,VIP
264,2025-08-09,19.0,303.81,23.0,Active,3,5,5,13,Loyal
265,2025-08-16,2.0,16.98,16.0,Cancelled,4,2,1,7,New
266,2025-02-05,2.0,539.78,208.0,Active,2,2,5,9,Dormant
267,2024-12-12,8.0,127.92,263.0,Cancelled,1,4,3,8,Lost
268,2025-08-18,18.0,359.82,14.0,Active,4,5,5,14,VIP
269,2024-12-22,2.0,431.78,253.0,Active,1,2,5,8,Dormant
270,2024-09-21,2.0,431.78,345.0,Active,1,2,5,8,Dormant
271,2025-08-17,21.0,209.79,15.0,Active,4,5,4,13,VIP
272,2024-02-14,1.0,146.77,565.0,Active,1,1,3,5,Dormant
273,2024-04-22,7.0,78.33,497.0,Cancelled,1,4,2,7,Lost
274,2024-12-25,1.0,188.89,250.0,Active,1,1,4,6,Dormant
275,2025-07-21,6.0,95.94,42.0,Active,3,3,2,8,Potential Loyal
276,2025-08-03,12.0,209.88,29.0,Active,3,4,4,11,Loyal
277,2025-08-05,15.0,149.85,27.0,Active,3,5,3,11,Loyal
278,2024-10-27,1.0,97.09,309.0,Active,1,1,2,4,Dormant
279,2025-08-20,2.0,31.98,12.0,Active,4,2,1,7,New
280,2025-08-05,3.0,29.97,27.0,Active,3,3,1,7,Potential Loyal
281,2025-08-05,21.0,472.28999999999996,27.0,Active,3,5,5,13,Loyal
282,2025-02-19,2.0,183.38,194.0,Active,2,2,4,8,Dormant
283,2025-08-30,16.0,127.84,2.0,Active,5,5,3,13,Loyal
284,2025-04-17,2.0,431.78,137.0,Active,2,2,5,9,Dormant
285,,0.0,0.0,9999.0,Cancelled,1,1,1,3,Lost
286,2025-02-21,7.0,349.93,192.0,Cancelled,2,4,5,11,Lost
287,2024-12-13,14.0,139.86,262.0,Cancelled,1,5,3,9,Lost
288,2025-08-18,13.0,649.87,14.0,Active,4,5,5,14,VIP
289,2025-07-07,9.0,129.51,56.0,Cancelled,3,4,3,10,Loyal
290,2023-12-10,1.0,9.99,631.0,Cancelled,1,1,1,3,Lost
291,2025-07-26,3.0,63.72,37.0,Active,3,3,2,8,Potential Loyal
292,2023-11-22,2.0,27.18,649.0,Cancelled,1,2,1,4,Lost
293,2025-08-19,2.0,31.98,13.0,Active,4,2,1,7,New
294,2024-12-06,2.0,1079.78,269.0,Active,1,2,5,8,Dormant
295,2025-07-02,2.0,19.98,61.0,Cancelled,3,2,1,6,Potential Loyal
296,2025-08-06,2.0,16.98,26.0,Active,3,2,1,6,Potential Loyal
297,2025-08-20,1.0,15.99,12.0,Active,4,1,1,6,New
298,2025-05-08,1.0,269.89,116.0,Active,2,1,4,7,Dormant
299,2025-08-22,4.0,39.96,10.0,Active,5,3,1,9,Potential Loyal
300,2025-06-27,5.0,79.95,66.0,Cancelled,3,3,2,8,Potential Loyal
301,2025-04-24,1.0,539.89,130.0,Active,2,1,5,8,Dormant
302,2024-01-09,1.0,97.09,601.0,Cancelled,1,1,2,4,Lost
303,2025-08-15,10.0,143.9,17.0,Active,4,4,3,11,Loyal
304,2025-06-01,8.0,63.92,92.0,Cancelled,2,4,2,8,Lost
305,2025-08-09,2.0,15.98,23.0,Active,3,2,1,6,Potential Loyal
306,2024-09-27,1.0,269.89,339.0,Active,1,1,4,6,Dormant
307,2024-10-01,3.0,47.97,335.0,Cancelled,1,3,1,5,Lost
308,2025-01-26,1.0,86.29,218.0,Active,2,1,2,5,Dormant
309,2025-08-24,16.0,111.84,8.0,Active,5,5,3,13,Loyal
310,2025-05-08,16.0,143.84,116.0,Cancelled,2,5,3,10,Lost
311,2025-03-07,6.0,59.94,178.0,Cancelled,2,3,2,7,Lost
312,2025-01-22,6.0,95.94,222.0,Cancelled,2,3,2,7,Lost
313,2025-04-03,2.0,215.78,151.0,Active,2,2,4,8,Dormant
314,2025-01-15,7.0,69.93,229.0,Cancelled,2,4,2,8,Lost
315,2025-07-18,2.0,1079.78,45.0,Active,3,2,5,10,Potential Loyal
316,2024-06-19,1.0,9.99,439.0,Cancelled,1,1,1,3,Lost
317,2025-08-22,12.0,191.88,10.0,Active,5,4,4,13,VIP
318,2025-02-25,1.0,75.49,188.0,Cancelled,2,1,2,5,Lost
319,2024-09-23,4.0,39.96,343.0,Cancelled,1,3,1,5,Lost
320,2025-09-01,2.0,17.98,0.0,Active,5,2,1,8,New
321,2025-08-14,2.0,31.98,18.0,Active,4,2,1,7,New
322,2025-08-06,11.0,175.89000000000001,26.0,Active,3,4,4,11,Loyal
323,2025-08-13,12.0,239.88,19.0,Active,4,4,4,12,VIP
324,2024-11-17,1.0,138.13,288.0,Active,1,1,3,5,Dormant
325,2025-08-04,3.0,40.769999999999996,28.0,Active,3,3,1,7,Potential Loyal
326,2025-09-01,5.0,49.95,0.0,Active,5,3,1,9,Potential Loyal
327,2025-08-07,4.0,63.96,25.0,Active,3,3,2,8,Potential Loyal
328,2024-11-15,1.0,97.09,290.0,Active,1,1,2,4,Dormant
329,2025-08-20,8.0,139.92,12.0,Active,4,4,3,11,Loyal
330,2025-08-12,14.0,97.86,20.0,Active,4,5,2,11,Potential Loyal
331,2025-03-28,1.0,146.77,157.0,Active,2,1,3,6,Dormant
332,2025-08-31,18.0,179.82,1.0,Active,5,5,4,14,VIP
333,2025-07-30,6.0,59.94,33.0,Cancelled,3,3,2,8,Potential Loyal
334,2025-08-11,3.0,63.72,21.0,Cancelled,4,3,2,9,Potential Loyal
335,2024-04-06,4.0,99.96,513.0,Cancelled,1,3,2,6,Lost
336,2025-08-07,8.0,67.92,25.0,Active,3,4,2,9,Potential Loyal
337,2024-12-03,2.0,863.78,272.0,Active,1,2,5,8,Dormant
338,2025-08-19,6.0,119.94,13.0,Active,4,3,3,10,Loyal
339,2023-11-24,1.0,155.41,647.0,Active,1,1,3,5,Dormant
340,2025-08-25,2.0,25.58,7.0,Active,5,2,1,8,New
341,2025-08-04,19.0,212.60999999999999,28.0,Active,3,5,4,12,Loyal
342,2025-08-08,1.0,49.99,24.0,Active,3,1,1,5,Potential Loyal
343,2025-05-07,1.0,138.13,117.0,Active,2,1,3,6,Dormant
344,2025-08-24,9.0,404.91,8.0,Active,5,4,5,14,VIP
345,2025-08-24,5.0,49.95,8.0,Active,5,3,1,9,Potential Loyal
346,2025-09-01,5.0,99.94999999999999,0.0,Active,5,3,2,10,Potential Loyal
347,2025-08-31,2.0,19.98,1.0,Cancelled,5,2,1,8,New
348,2025-04-13,10.0,175.65,141.0,Cancelled,2,4,4,10,Lost
349,2025-08-21,8.0,79.92,11.0,Active,5,4,2,11,Potential Loyal
350,2025-08-25,21.0,892.2900000000001,7.0,Active,5,5,5,15,VIP
351,2025-08-09,8.0,71.92,23.0,Active,3,4,2,9,Potential Loyal
352,2024-10-08,9.0,224.91,328.0,Cancelled,1,4,4,9,Lost
353,2025-08-04,8.0,127.92,28.0,Active,3,4,3,10,Loyal
354,2025-08-09,9.0,100.71,23.0,Active,3,4,2,9,Potential Loyal
355,2024-09-30,1.0,97.09,336.0,Cancelled,1,1,2,4,Lost
356,2025-08-05,7.0,62.93,27.0,Active,3,4,2,9,Potential Loyal
357,2025-08-13,5.0,79.95,19.0,Active,4,3,2,9,Potential Loyal
358,2025-08-04,4.0,57.56,28.0,Active,3,3,2,8,Potential Loyal
359,2025-08-14,11.0,93.39,18.0,Active,4,4,2,10,Potential Loyal
360,2024-12-31,1.0,172.69,244.0,Active,2,1,3,6,Dormant
361,2025-08-22,2.0,31.98,10.0,Active,5,2,1,8,New
362,2024-12-26,2.0,539.78,249.0,Active,1,2,5,8,Dormant
363,2024-12-23,2.0,458.78,252.0,Active,1,2,5,8,Dormant
364,2025-07-19,18.0,449.82,44.0,Cancelled,3,5,5,13,Loyal
